Gene	Gene.name	Tissue	nTPM	brain_2	brain_1
ENSG00000037897	METTL1	amygdala	6.7	Brain	Brain
ENSG00000038002	AGA	amygdala	7.7	Brain	Brain
ENSG00000038219	BOD1L1	amygdala	9.5	Brain	Brain
ENSG00000038274	MAT2B	amygdala	29.8	Brain	Brain
ENSG00000038295	TLL1	cerebellum	7.2	Brain	Brain
ENSG00000038358	EDC4	amygdala	10.6	Brain	Brain
ENSG00000038382	TRIO	cerebellum	9.8	Brain	Brain
ENSG00000038427	VCAN	amygdala	17.6	Brain	Brain
ENSG00000038532	CLEC16A	amygdala	11.1	Brain	Brain
ENSG00000038945	MSR1	cerebral cortex	9	Brain	Brain
ENSG00000039068	CDH1	choroid plexus	18.6	Brain	Brain
ENSG00000039123	MTREX	amygdala	11.4	Brain	Brain
ENSG00000039319	ZFYVE16	cerebellum	5.9	Brain	Brain
ENSG00000039523	RIPOR1	amygdala	29.4	Brain	Brain
ENSG00000039560	RAI14	amygdala	5.9	Brain	Brain
ENSG00000039650	PNKP	amygdala	11.9	Brain	Brain
ENSG00000040199	PHLPP2	basal ganglia	5	Brain	Brain
ENSG00000040275	SPDL1	cerebellum	6.5	Brain	Brain
ENSG00000040341	STAU2	amygdala	29.4	Brain	Brain
ENSG00000040487	SLC66A1	amygdala	11	Brain	Brain
ENSG00000040531	CTNS	amygdala	6.5	Brain	Brain
ENSG00000040608	RTN4R	amygdala	27.2	Brain	Brain
ENSG00000040633	PHF23	amygdala	18.5	Brain	Brain
ENSG00000040731	CDH10	cerebellum	11	Brain	Brain
ENSG00000040933	INPP4A	amygdala	9.9	Brain	Brain
ENSG00000041353	RAB27B	cerebral cortex	14.6	Brain	Brain
ENSG00000041357	PSMA4	amygdala	61.9	Brain	Brain
ENSG00000041802	LSG1	amygdala	8.3	Brain	Brain
ENSG00000041880	PARP3	amygdala	12.2	Brain	Brain
ENSG00000041982	TNC	cerebral cortex	25.7	Brain	Brain
ENSG00000041988	THAP3	amygdala	22.1	Brain	Brain
ENSG00000042088	TDP1	cerebellum	5.9	Brain	Brain
ENSG00000042286	AIFM2	amygdala	5.6	Brain	Brain
ENSG00000042317	SPATA7	amygdala	8	Brain	Brain
ENSG00000042445	RETSAT	amygdala	16.2	Brain	Brain
ENSG00000042493	CAPG	amygdala	51.2	Brain	Brain
ENSG00000042753	AP2S1	amygdala	140.2	Brain	Brain
ENSG00000042832	TG	hippocampal formation	12.6	Brain	Brain
ENSG00000042980	ADAM28	choroid plexus	5	Brain	Brain
ENSG00000043039	BARX2	choroid plexus	9.7	Brain	Brain
ENSG00000043093	DCUN1D1	amygdala	11.3	Brain	Brain
ENSG00000043143	JADE2	amygdala	8.9	Brain	Brain
ENSG00000043355	ZIC2	amygdala	5.9	Brain	Brain
ENSG00000043462	LCP2	cerebral cortex	7.3	Brain	Brain
ENSG00000043514	TRIT1	amygdala	8.3	Brain	Brain
ENSG00000043591	ADRB1	basal ganglia	10.8	Brain	Brain
ENSG00000044090	CUL7	basal ganglia	5.1	Brain	Brain
ENSG00000044115	CTNNA1	amygdala	97.4	Brain	Brain
ENSG00000044446	PHKA2	cerebellum	9.6	Brain	Brain
ENSG00000044574	HSPA5	amygdala	71.8	Brain	Brain
ENSG00000046604	DSG2	choroid plexus	24.1	Brain	Brain
ENSG00000046647	GEMIN8	amygdala	15.1	Brain	Brain
ENSG00000046651	OFD1	amygdala	5.6	Brain	Brain
ENSG00000046653	GPM6B	amygdala	425.3	Brain	Brain
ENSG00000046889	PREX2	amygdala	7.9	Brain	Brain
ENSG00000047056	WDR37	amygdala	9.8	Brain	Brain
ENSG00000047188	YTHDC2	basal ganglia	5.1	Brain	Brain
ENSG00000047230	CTPS2	basal ganglia	5.1	Brain	Brain
ENSG00000047249	ATP6V1H	amygdala	68	Brain	Brain
ENSG00000047315	POLR2B	amygdala	12.6	Brain	Brain
ENSG00000047346	ATOSA	amygdala	6.1	Brain	Brain
ENSG00000047365	ARAP2	amygdala	11.4	Brain	Brain
ENSG00000047410	TPR	amygdala	8.8	Brain	Brain
ENSG00000047457	CP	amygdala	9.1	Brain	Brain
ENSG00000047578	KATNIP	basal ganglia	6.3	Brain	Brain
ENSG00000047579	DTNBP1	amygdala	45.7	Brain	Brain
ENSG00000047621	C12orf4	basal ganglia	5.3	Brain	Brain
ENSG00000047634	SCML1	amygdala	6	Brain	Brain
ENSG00000047644	WWC3	amygdala	8.7	Brain	Brain
ENSG00000047648	ARHGAP6	basal ganglia	5.3	Brain	Brain
ENSG00000047849	MAP4	amygdala	362.1	Brain	Brain
ENSG00000047932	GOPC	amygdala	11.5	Brain	Brain
ENSG00000048028	USP28	cerebellum	22.7	Brain	Brain
ENSG00000048052	HDAC9	amygdala	5.5	Brain	Brain
ENSG00000048140	TSPAN17	amygdala	17.2	Brain	Brain
ENSG00000048162	NOP16	amygdala	12.2	Brain	Brain
ENSG00000048342	CC2D2A	amygdala	8.4	Brain	Brain
ENSG00000048392	RRM2B	amygdala	8.5	Brain	Brain
ENSG00000048405	ZNF800	cerebral cortex	5.3	Brain	Brain
ENSG00000048471	SNX29	amygdala	5.1	Brain	Brain
ENSG00000048540	LMO3	amygdala	36.1	Brain	Brain
ENSG00000048544	MRPS10	amygdala	17.6	Brain	Brain
ENSG00000048649	RSF1	amygdala	7.8	Brain	Brain
ENSG00000048707	VPS13D	amygdala	11.5	Brain	Brain
ENSG00000048740	CELF2	amygdala	21	Brain	Brain
ENSG00000048828	FAM120A	amygdala	22.3	Brain	Brain
ENSG00000048991	R3HDM1	amygdala	25	Brain	Brain
ENSG00000049089	COL9A2	amygdala	60.7	Brain	Brain
ENSG00000049130	KITLG	cerebral cortex	7.8	Brain	Brain
ENSG00000049239	H6PD	amygdala	5.1	Brain	Brain
ENSG00000049245	VAMP3	amygdala	69.4	Brain	Brain
ENSG00000049246	PER3	amygdala	11.4	Brain	Brain
ENSG00000049247	UTS2	spinal cord	8.4	Brain	Brain
ENSG00000049323	LTBP1	amygdala	5.5	Brain	Brain
ENSG00000049449	RCN1	amygdala	24.8	Brain	Brain
ENSG00000049540	ELN	amygdala	7.4	Brain	Brain
ENSG00000049541	RFC2	amygdala	10.5	Brain	Brain
ENSG00000049618	ARID1B	amygdala	10.4	Brain	Brain
ENSG00000049656	CLPTM1L	amygdala	25.4	Brain	Brain
ENSG00000049759	NEDD4L	amygdala	16.7	Brain	Brain
ENSG00000049769	PPP1R3F	amygdala	27.6	Brain	Brain
ENSG00000049860	HEXB	amygdala	25.4	Brain	Brain
ENSG00000049883	PTCD2	choroid plexus	11	Brain	Brain
ENSG00000050130	JKAMP	amygdala	13.8	Brain	Brain
ENSG00000050165	DKK3	amygdala	118.1	Brain	Brain
ENSG00000050327	ARHGEF5	choroid plexus	6.9	Brain	Brain
ENSG00000050393	MCUR1	amygdala	15.8	Brain	Brain
ENSG00000050405	LIMA1	amygdala	15.3	Brain	Brain
ENSG00000050426	LETMD1	amygdala	22	Brain	Brain
ENSG00000050438	SLC4A8	amygdala	5	Brain	Brain
ENSG00000050628	PTGER3	choroid plexus	5.1	Brain	Brain
ENSG00000050748	MAPK9	amygdala	30.8	Brain	Brain
ENSG00000050767	COL23A1	cerebellum	5.9	Brain	Brain
ENSG00000050820	BCAR1	amygdala	21.7	Brain	Brain
ENSG00000051009	FHIP1B	amygdala	5.7	Brain	Brain
ENSG00000051108	HERPUD1	amygdala	37.8	Brain	Brain
ENSG00000051128	HOMER3	amygdala	37.6	Brain	Brain
ENSG00000051382	PIK3CB	basal ganglia	5.5	Brain	Brain
ENSG00000051523	CYBA	amygdala	42.5	Brain	Brain
ENSG00000051596	THOC3	amygdala	27.7	Brain	Brain
ENSG00000051620	HEBP2	amygdala	17.2	Brain	Brain
ENSG00000051825	MPHOSPH9	cerebellum	5.9	Brain	Brain
ENSG00000052126	PLEKHA5	amygdala	8.7	Brain	Brain
ENSG00000052344	PRSS8	choroid plexus	25.5	Brain	Brain
ENSG00000052723	SIKE1	amygdala	5	Brain	Brain
ENSG00000052749	RRP12	basal ganglia	7	Brain	Brain
ENSG00000052795	FNIP2	amygdala	7.1	Brain	Brain
ENSG00000052802	MSMO1	amygdala	48.8	Brain	Brain
ENSG00000052841	TTC17	amygdala	7.5	Brain	Brain
ENSG00000053108	FSTL4	cerebral cortex	6.2	Brain	Brain
ENSG00000053254	FOXN3	amygdala	9.2	Brain	Brain
ENSG00000053371	AKR7A2	amygdala	43.8	Brain	Brain
ENSG00000053372	MRTO4	amygdala	20.2	Brain	Brain
ENSG00000053438	NNAT	amygdala	291.6	Brain	Brain
ENSG00000053501	USE1	amygdala	58	Brain	Brain
ENSG00000053524	MCF2L2	amygdala	16.1	Brain	Brain
ENSG00000053702	NRIP2	amygdala	5	Brain	Brain
ENSG00000053747	LAMA3	choroid plexus	5.3	Brain	Brain
ENSG00000053770	AP5M1	amygdala	6.8	Brain	Brain
ENSG00000053900	ANAPC4	amygdala	11.1	Brain	Brain
ENSG00000053918	KCNQ1	choroid plexus	6.5	Brain	Brain
ENSG00000054116	TRAPPC3	amygdala	36.1	Brain	Brain
ENSG00000054118	THRAP3	amygdala	23.8	Brain	Brain
ENSG00000054148	PHPT1	amygdala	122.6	Brain	Brain
ENSG00000054179	ENTPD2	amygdala	8.7	Brain	Brain
ENSG00000054267	ARID4B	amygdala	8.5	Brain	Brain
ENSG00000054277	OPN3	cerebral cortex	11.8	Brain	Brain
ENSG00000054282	SDCCAG8	amygdala	12.3	Brain	Brain
ENSG00000054356	PTPRN	amygdala	75.9	Brain	Brain
ENSG00000054392	HHAT	choroid plexus	5.7	Brain	Brain
ENSG00000054523	KIF1B	amygdala	70.7	Brain	Brain
ENSG00000054598	FOXC1	choroid plexus	6	Brain	Brain
ENSG00000054611	TBC1D22A	amygdala	9.9	Brain	Brain
ENSG00000054654	SYNE2	basal ganglia	5.3	Brain	Brain
ENSG00000054690	PLEKHH1	amygdala	11.3	Brain	Brain
ENSG00000054793	ATP9A	amygdala	40.6	Brain	Brain
ENSG00000054803	CBLN4	amygdala	8.3	Brain	Brain
ENSG00000054965	FAM168A	amygdala	42.9	Brain	Brain
ENSG00000054967	RELT	hypothalamus	5.4	Brain	Brain
ENSG00000054983	GALC	amygdala	15.5	Brain	Brain
ENSG00000055044	NOP58	amygdala	18.7	Brain	Brain
ENSG00000055070	SZRD1	amygdala	34.6	Brain	Brain
ENSG00000055118	KCNH2	amygdala	7.3	Brain	Brain
ENSG00000055130	CUL1	amygdala	23.2	Brain	Brain
ENSG00000055147	FAM114A2	amygdala	5.2	Brain	Brain
ENSG00000055163	CYFIP2	amygdala	53.5	Brain	Brain
ENSG00000055208	TAB2	amygdala	22.7	Brain	Brain
ENSG00000055211	GINM1	amygdala	28.6	Brain	Brain
ENSG00000055332	EIF2AK2	amygdala	7.3	Brain	Brain
ENSG00000055483	USP36	amygdala	14.7	Brain	Brain
ENSG00000055609	KMT2C	amygdala	10	Brain	Brain
ENSG00000055813	CCDC85A	cerebral cortex	12.4	Brain	Brain
ENSG00000055917	PUM2	amygdala	8	Brain	Brain
ENSG00000055950	MRPL43	amygdala	62.2	Brain	Brain
ENSG00000056050	HPF1	amygdala	27.3	Brain	Brain
ENSG00000056097	ZFR	amygdala	33.6	Brain	Brain
ENSG00000056487	PHF21B	basal ganglia	5.4	Brain	Brain
ENSG00000056558	TRAF1	amygdala	6.9	Brain	Brain
ENSG00000056586	RC3H2	amygdala	7.5	Brain	Brain
ENSG00000056736	IL17RB	amygdala	16.5	Brain	Brain
ENSG00000056972	TRAF3IP2	cerebral cortex	5.9	Brain	Brain
ENSG00000056998	GYG2	amygdala	6.2	Brain	Brain
ENSG00000057019	DCBLD2	cerebellum	6.7	Brain	Brain
ENSG00000057252	SOAT1	cerebral cortex	6.2	Brain	Brain
ENSG00000057294	PKP2	choroid plexus	7.8	Brain	Brain
ENSG00000057608	GDI2	amygdala	52.7	Brain	Brain
ENSG00000057663	ATG5	amygdala	9.1	Brain	Brain
ENSG00000057704	TMCC3	amygdala	7.8	Brain	Brain
ENSG00000057757	PITHD1	amygdala	109.5	Brain	Brain
ENSG00000057935	MTA3	amygdala	21.1	Brain	Brain
ENSG00000058063	ATP11B	cerebellum	7.4	Brain	Brain
ENSG00000058091	CDK14	amygdala	18.3	Brain	Brain
ENSG00000058262	SEC61A1	amygdala	33.1	Brain	Brain
ENSG00000058272	PPP1R12A	amygdala	11.6	Brain	Brain
ENSG00000058335	RASGRF1	amygdala	8.3	Brain	Brain
ENSG00000058404	CAMK2B	amygdala	39	Brain	Brain
ENSG00000058453	CROCC	amygdala	6.8	Brain	Brain
ENSG00000058600	POLR3E	amygdala	5.7	Brain	Brain
ENSG00000058668	ATP2B4	amygdala	7.6	Brain	Brain
ENSG00000058673	ZC3H11A	cerebellum	16.1	Brain	Brain
ENSG00000058729	RIOK2	amygdala	9.5	Brain	Brain
ENSG00000058799	YIPF1	amygdala	5.4	Brain	Brain
ENSG00000058866	DGKG	amygdala	6.6	Brain	Brain
ENSG00000059122	FLYWCH1	amygdala	16.2	Brain	Brain
ENSG00000059145	UNKL	cerebellum	12.9	Brain	Brain
ENSG00000059377	TBXAS1	cerebral cortex	6	Brain	Brain
ENSG00000059573	ALDH18A1	amygdala	11.1	Brain	Brain
ENSG00000059588	TARBP1	cerebellum	10.7	Brain	Brain
ENSG00000059691	GATB	amygdala	11.2	Brain	Brain
ENSG00000059728	MXD1	cerebellum	10.1	Brain	Brain
ENSG00000059758	CDK17	amygdala	20.9	Brain	Brain
ENSG00000059769	DNAJC25	choroid plexus	5.4	Brain	Brain
ENSG00000059804	SLC2A3	amygdala	23	Brain	Brain
ENSG00000059915	PSD	amygdala	394.2	Brain	Brain
ENSG00000060069	CTDP1	cerebellum	6.1	Brain	Brain
ENSG00000060138	YBX3	amygdala	30.7	Brain	Brain
ENSG00000060140	STYK1	cerebral cortex	8	Brain	Brain
ENSG00000060237	WNK1	amygdala	81.9	Brain	Brain
ENSG00000060339	CCAR1	amygdala	13.7	Brain	Brain
ENSG00000060491	OGFR	amygdala	33.5	Brain	Brain
ENSG00000060558	GNA15	choroid plexus	5.9	Brain	Brain
ENSG00000060642	PIGV	amygdala	6.3	Brain	Brain
ENSG00000060656	PTPRU	amygdala	5.7	Brain	Brain
ENSG00000060688	SNRNP40	amygdala	9.7	Brain	Brain
ENSG00000060709	RIMBP2	amygdala	8.3	Brain	Brain
ENSG00000060749	QSER1	choroid plexus	5.3	Brain	Brain
ENSG00000060762	MPC1	amygdala	104.7	Brain	Brain
ENSG00000060971	ACAA1	amygdala	46.5	Brain	Brain
ENSG00000060982	BCAT1	cerebral cortex	7.3	Brain	Brain
ENSG00000061273	HDAC7	amygdala	7.8	Brain	Brain
ENSG00000061337	LZTS1	amygdala	19.4	Brain	Brain
ENSG00000061656	SPAG4	choroid plexus	6.4	Brain	Brain
ENSG00000061676	NCKAP1	amygdala	43.9	Brain	Brain
ENSG00000061794	MRPS35	amygdala	25.4	Brain	Brain
ENSG00000061918	GUCY1B1	amygdala	28.2	Brain	Brain
ENSG00000061936	SFSWAP	amygdala	24	Brain	Brain
ENSG00000061938	TNK2	amygdala	48.8	Brain	Brain
ENSG00000061987	MON2	cerebellum	10.3	Brain	Brain
ENSG00000062038	CDH3	choroid plexus	53.3	Brain	Brain
ENSG00000062194	GPBP1	amygdala	49.9	Brain	Brain
ENSG00000062282	DGAT2	basal ganglia	16.3	Brain	Brain
ENSG00000062370	ZNF112	cerebellum	5.7	Brain	Brain
ENSG00000062485	CS	amygdala	27.7	Brain	Brain
ENSG00000062582	MRPS24	amygdala	109.1	Brain	Brain
ENSG00000062598	ELMO2	amygdala	40.5	Brain	Brain
ENSG00000062650	WAPL	cerebellum	5	Brain	Brain
ENSG00000062716	VMP1	amygdala	14.4	Brain	Brain
ENSG00000062725	APPBP2	amygdala	8.9	Brain	Brain
ENSG00000062822	POLD1	cerebellum	6	Brain	Brain
ENSG00000063015	SEZ6	amygdala	31	Brain	Brain
ENSG00000063046	EIF4B	amygdala	70.6	Brain	Brain
ENSG00000063127	SLC6A16	choroid plexus	15.5	Brain	Brain
ENSG00000063169	BICRA	cerebellum	11.7	Brain	Brain
ENSG00000063176	SPHK2	amygdala	20.2	Brain	Brain
ENSG00000063177	RPL18	amygdala	857.4	Brain	Brain
ENSG00000063180	CA11	amygdala	383.3	Brain	Brain
ENSG00000063241	ISOC2	amygdala	44.3	Brain	Brain
ENSG00000063244	U2AF2	amygdala	38.7	Brain	Brain
ENSG00000063245	EPN1	amygdala	121.5	Brain	Brain
ENSG00000063322	MED29	amygdala	51.4	Brain	Brain
ENSG00000063587	ZNF275	amygdala	7.7	Brain	Brain
ENSG00000063601	MTMR1	amygdala	12.1	Brain	Brain
ENSG00000063660	GPC1	amygdala	58.2	Brain	Brain
ENSG00000063761	ADCK1	amygdala	7.2	Brain	Brain
ENSG00000063854	HAGH	amygdala	86.9	Brain	Brain
ENSG00000063978	RNF4	amygdala	20.9	Brain	Brain
ENSG00000064042	LIMCH1	amygdala	51.3	Brain	Brain
ENSG00000064102	INTS13	amygdala	9.5	Brain	Brain
ENSG00000064115	TM7SF3	amygdala	17.5	Brain	Brain
ENSG00000064199	SPA17	amygdala	12	Brain	Brain
ENSG00000064218	DMRT3	choroid plexus	9.5	Brain	Brain
ENSG00000064225	ST3GAL6	amygdala	5.1	Brain	Brain
ENSG00000064300	NGFR	cerebellum	8.3	Brain	Brain
ENSG00000064309	CDON	cerebellum	17.8	Brain	Brain
ENSG00000064313	TAF2	cerebellum	7	Brain	Brain
ENSG00000064393	HIPK2	amygdala	127.2	Brain	Brain
ENSG00000064419	TNPO3	amygdala	10.8	Brain	Brain
ENSG00000064490	RFXANK	amygdala	29.8	Brain	Brain
ENSG00000064545	TMEM161A	amygdala	8.6	Brain	Brain
ENSG00000064547	LPAR2	amygdala	5.1	Brain	Brain
ENSG00000064601	CTSA	amygdala	32.7	Brain	Brain
ENSG00000064607	SUGP2	amygdala	36	Brain	Brain
ENSG00000064651	SLC12A2	amygdala	10.6	Brain	Brain
ENSG00000064652	SNX24	amygdala	11.1	Brain	Brain
ENSG00000064655	EYA2	amygdala	7.3	Brain	Brain
ENSG00000064666	CNN2	basal ganglia	5.1	Brain	Brain
ENSG00000064687	ABCA7	cerebellum	10	Brain	Brain
ENSG00000064692	SNCAIP	cerebral cortex	6.3	Brain	Brain
ENSG00000064726	BTBD1	amygdala	37.8	Brain	Brain
ENSG00000064763	FAR2	amygdala	8	Brain	Brain
ENSG00000064787	BCAS1	amygdala	512.2	Brain	Brain
ENSG00000064886	CHI3L2	amygdala	10.5	Brain	Brain
ENSG00000064932	SBNO2	amygdala	7.9	Brain	Brain
ENSG00000064933	PMS1	cerebellum	9.1	Brain	Brain
ENSG00000064961	HMG20B	amygdala	24	Brain	Brain
ENSG00000064989	CALCRL	cerebral cortex	15.5	Brain	Brain
ENSG00000064995	TAF11	amygdala	19.4	Brain	Brain
ENSG00000064999	ANKS1A	amygdala	9.2	Brain	Brain
ENSG00000065000	AP3D1	amygdala	28.8	Brain	Brain
ENSG00000065029	ZNF76	amygdala	15.5	Brain	Brain
ENSG00000065054	SLC9A3R2	amygdala	126.2	Brain	Brain
ENSG00000065057	NTHL1	amygdala	16.8	Brain	Brain
ENSG00000065060	BLTP3A	cerebellum	5.2	Brain	Brain
ENSG00000065135	GNAI3	cerebral cortex	5.1	Brain	Brain
ENSG00000065150	IPO5	amygdala	24.3	Brain	Brain
ENSG00000065154	OAT	amygdala	80	Brain	Brain
ENSG00000065183	WDR3	choroid plexus	5.5	Brain	Brain
ENSG00000065243	PKN2	amygdala	5.6	Brain	Brain
ENSG00000065268	WDR18	amygdala	14.8	Brain	Brain
ENSG00000065320	NTN1	cerebral cortex	6.6	Brain	Brain
ENSG00000065357	DGKA	amygdala	5.8	Brain	Brain
ENSG00000065361	ERBB3	amygdala	25.5	Brain	Brain
ENSG00000065413	ANKRD44	cerebral cortex	5	Brain	Brain
ENSG00000065427	KARS1	amygdala	41.6	Brain	Brain
ENSG00000065457	ADAT1	amygdala	10.7	Brain	Brain
ENSG00000065485	PDIA5	choroid plexus	6	Brain	Brain
ENSG00000065491	TBC1D22B	amygdala	5.6	Brain	Brain
ENSG00000065518	NDUFB4	amygdala	190.2	Brain	Brain
ENSG00000065526	SPEN	amygdala	9.7	Brain	Brain
ENSG00000065534	MYLK	amygdala	22.5	Brain	Brain
ENSG00000065548	ZC3H15	amygdala	36	Brain	Brain
ENSG00000065559	MAP2K4	amygdala	22.4	Brain	Brain
ENSG00000065600	PACC1	amygdala	13.2	Brain	Brain
ENSG00000065609	SNAP91	amygdala	40.7	Brain	Brain
ENSG00000065613	SLK	amygdala	8.7	Brain	Brain
ENSG00000065618	COL17A1	basal ganglia	6	Brain	Brain
ENSG00000065621	GSTO2	basal ganglia	6.8	Brain	Brain
ENSG00000065665	SEC61A2	amygdala	21.3	Brain	Brain
ENSG00000065675	PRKCQ	choroid plexus	11.2	Brain	Brain
ENSG00000065717	TLE2	amygdala	25.2	Brain	Brain
ENSG00000065802	ASB1	amygdala	16.7	Brain	Brain
ENSG00000065809	FAM107B	amygdala	59.9	Brain	Brain
ENSG00000065833	ME1	amygdala	15.2	Brain	Brain
ENSG00000065882	TBC1D1	amygdala	9.7	Brain	Brain
ENSG00000065883	CDK13	amygdala	5	Brain	Brain
ENSG00000065911	MTHFD2	amygdala	6.8	Brain	Brain
ENSG00000065923	SLC9A7	amygdala	5.7	Brain	Brain
ENSG00000065970	FOXJ2	amygdala	5.5	Brain	Brain
ENSG00000065978	YBX1	amygdala	187.4	Brain	Brain
ENSG00000065989	PDE4A	amygdala	13.3	Brain	Brain
ENSG00000066027	PPP2R5A	amygdala	28.4	Brain	Brain
ENSG00000066032	CTNNA2	amygdala	82.4	Brain	Brain
ENSG00000066044	ELAVL1	amygdala	14	Brain	Brain
ENSG00000066056	TIE1	amygdala	7.4	Brain	Brain
ENSG00000066084	DIP2B	amygdala	15.5	Brain	Brain
ENSG00000066117	SMARCD1	amygdala	16.5	Brain	Brain
ENSG00000066135	KDM4A	amygdala	7.4	Brain	Brain
ENSG00000066136	NFYC	amygdala	21.8	Brain	Brain
ENSG00000066185	ZMYND12	choroid plexus	9.9	Brain	Brain
ENSG00000066248	NGEF	amygdala	21.1	Brain	Brain
ENSG00000066322	ELOVL1	amygdala	51.6	Brain	Brain
ENSG00000066336	SPI1	amygdala	11.8	Brain	Brain
ENSG00000066379	POLR1H	amygdala	13.5	Brain	Brain
ENSG00000066382	MPPED2	amygdala	6.1	Brain	Brain
ENSG00000066422	ZBTB11	amygdala	5.3	Brain	Brain
ENSG00000066427	ATXN3	midbrain	5.1	Brain	Brain
ENSG00000066455	GOLGA5	amygdala	18.7	Brain	Brain
ENSG00000066468	FGFR2	amygdala	70.6	Brain	Brain
ENSG00000066557	LRRC40	amygdala	7.2	Brain	Brain
ENSG00000066583	ISOC1	amygdala	13.6	Brain	Brain
ENSG00000066629	EML1	amygdala	5.2	Brain	Brain
ENSG00000066651	TRMT11	amygdala	6	Brain	Brain
ENSG00000066654	THUMPD1	amygdala	10.4	Brain	Brain
ENSG00000066697	MSANTD3	amygdala	14.3	Brain	Brain
ENSG00000066739	ATG2B	basal ganglia	5.7	Brain	Brain
ENSG00000066777	ARFGEF1	cerebellum	6	Brain	Brain
ENSG00000066855	MTFR1	choroid plexus	6	Brain	Brain
ENSG00000066926	FECH	amygdala	9.4	Brain	Brain
ENSG00000066933	MYO9A	basal ganglia	6.1	Brain	Brain
ENSG00000067048	DDX3Y	amygdala	10	Brain	Brain
ENSG00000067057	PFKP	amygdala	52.2	Brain	Brain
ENSG00000067064	IDI1	amygdala	54.5	Brain	Brain
ENSG00000067066	SP100	amygdala	10	Brain	Brain
ENSG00000067082	KLF6	amygdala	12.3	Brain	Brain
ENSG00000067113	PLPP1	amygdala	39.5	Brain	Brain
ENSG00000067141	NEO1	amygdala	20.8	Brain	Brain
ENSG00000067167	TRAM1	amygdala	26.2	Brain	Brain
ENSG00000067177	PHKA1	amygdala	6.1	Brain	Brain
ENSG00000067182	TNFRSF1A	amygdala	26.8	Brain	Brain
ENSG00000067191	CACNB1	amygdala	17.9	Brain	Brain
ENSG00000067221	STOML1	amygdala	34.4	Brain	Brain
ENSG00000067225	PKM	amygdala	322.9	Brain	Brain
ENSG00000067248	DHX29	amygdala	6	Brain	Brain
ENSG00000067365	METTL22	cerebellum	12.7	Brain	Brain
ENSG00000067369	TP53BP1	amygdala	7.8	Brain	Brain
ENSG00000067445	TRO	amygdala	7.9	Brain	Brain
ENSG00000067560	RHOA	amygdala	213.5	Brain	Brain
ENSG00000067596	DHX8	amygdala	16.2	Brain	Brain
ENSG00000067606	PRKCZ	amygdala	47.6	Brain	Brain
ENSG00000067704	IARS2	amygdala	25	Brain	Brain
ENSG00000067715	SYT1	amygdala	82.5	Brain	Brain
ENSG00000067798	NAV3	amygdala	9.1	Brain	Brain
ENSG00000067829	IDH3G	amygdala	50.9	Brain	Brain
ENSG00000067836	ROGDI	amygdala	23.3	Brain	Brain
ENSG00000067840	PDZD4	amygdala	224.4	Brain	Brain
ENSG00000067842	ATP2B3	basal ganglia	8.7	Brain	Brain
ENSG00000067955	CBFB	amygdala	14.6	Brain	Brain
ENSG00000067992	PDK3	cerebral cortex	8	Brain	Brain
ENSG00000068001	HYAL2	amygdala	22	Brain	Brain
ENSG00000068024	HDAC4	cerebellum	6.4	Brain	Brain
ENSG00000068028	RASSF1	amygdala	16.4	Brain	Brain
ENSG00000068078	FGFR3	amygdala	117.4	Brain	Brain
ENSG00000068079	IFI35	amygdala	13.4	Brain	Brain
ENSG00000068097	HEATR6	cerebellum	9.2	Brain	Brain
ENSG00000068120	COASY	amygdala	21.2	Brain	Brain
ENSG00000068137	PLEKHH3	cerebellum	8.3	Brain	Brain
ENSG00000068305	MEF2A	amygdala	12.6	Brain	Brain
ENSG00000068308	OTUD5	amygdala	50.5	Brain	Brain
ENSG00000068323	TFE3	amygdala	12.5	Brain	Brain
ENSG00000068354	TBC1D25	amygdala	6.2	Brain	Brain
ENSG00000068366	ACSL4	amygdala	12.3	Brain	Brain
ENSG00000068383	INPP5A	amygdala	15.2	Brain	Brain
ENSG00000068394	GPKOW	amygdala	19	Brain	Brain
ENSG00000068400	GRIPAP1	amygdala	35.2	Brain	Brain
ENSG00000068438	FTSJ1	amygdala	6.9	Brain	Brain
ENSG00000068615	REEP1	amygdala	15	Brain	Brain
ENSG00000068650	ATP11A	amygdala	6	Brain	Brain
ENSG00000068654	POLR1A	cerebral cortex	5	Brain	Brain
ENSG00000068697	LAPTM4A	amygdala	94.4	Brain	Brain
ENSG00000068724	TTC7A	choroid plexus	6.5	Brain	Brain
ENSG00000068745	IP6K2	amygdala	50.5	Brain	Brain
ENSG00000068784	SRBD1	choroid plexus	5	Brain	Brain
ENSG00000068796	KIF2A	amygdala	15.3	Brain	Brain
ENSG00000068831	RASGRP2	amygdala	14.8	Brain	Brain
ENSG00000068878	PSME4	cerebral cortex	7.6	Brain	Brain
ENSG00000068885	IFT80	amygdala	15.7	Brain	Brain
ENSG00000068903	SIRT2	amygdala	151.6	Brain	Brain
ENSG00000068912	ERLEC1	amygdala	24.8	Brain	Brain
ENSG00000068971	PPP2R5B	amygdala	40.2	Brain	Brain
ENSG00000068976	PYGM	amygdala	22.4	Brain	Brain
ENSG00000069020	MAST4	amygdala	6.4	Brain	Brain
ENSG00000069122	ADGRF5	amygdala	10.1	Brain	Brain
ENSG00000069248	NUP133	amygdala	8.8	Brain	Brain
ENSG00000069275	NUCKS1	amygdala	86.8	Brain	Brain
ENSG00000069329	VPS35	amygdala	5.1	Brain	Brain
